1.356,0.349	64.350,0.004	0.045,34.896
1.709,2.209	26.058,0.436	0.018,170.926
9.321,0.015	113.992,0.015	0.125,59.576
0.518,5.448	37.862,0.073	0.009,170.755
2.782,0.129	175.370,0.129	0.094,119.401
3.185,0.867	206.936,0.022	0.048,65.990
2.802,1.301	242.517,0.026	0.038,95.512
103.031,0.853	0.037,16.938	0.037,266.471
0.735,0.140	44.444,0.002
1.477,1.320	90.708,0.017	0.030,99.015
0.388,1.146	0.008,63.921
16.475,2.531	116.974,0.058	6.674,121.861
0.163,3.936	11.607,3.936	0.002,204.723
110.332,1.419	0.022,4.345	0.022,186.083
213.612,0.032	4.595,252.549
4.716,10.771	133.672,0.121	0.831,436.446	23.549,436.446
0.540,0.026	31.086,0.000
43.922,0.093	43.922,2.901	0.007,208.488
325.052,0.534
0.671,1.622	0.055,126.899
0.129,1.645	12.750,0.105	0.022,163.308
0.006,429.710
0.650,2.911	62.486,0.068	0.027,237.340	2.612,237.340
2.324,0.214	101.853,0.004	2.324,20.031
2.213,5.044	125.133,0.051	0.032,437.634
2.150,8.596	182.287,0.524	0.044,60.122
1.554,0.144	33.217,0.007	0.016,10.466
0.262,7.173	9.843,7.173	0.017,130.207
110.628,0.019	0.721,62.126
14.111,0.134	272.781,0.134	1.257,193.090
1.997,3.409	77.715,0.114	0.021,116.852
0.864,3.053	73.797,0.039	0.081,90.967
0.891,0.848	51.883,0.015	0.011,57.779
1.312,0.088	38.674,0.001
0.332,1.849	0.011,82.679
27.393,0.227	0.157,91.149
0.504,3.131	50.191,0.044	0.006,29.282
3.765,1.912	106.050,0.053	0.275,142.542
79.170,0.036	0.021,126.828
1.115,0.639	39.037,0.014	0.025,26.206
10.113,0.014	78.892,0.014	0.387,33.074
298.224,0.057	0.288,5.505	0.288,281.681
99.009,0.097	0.228,3.460	9.310,3.460	0.228,123.185	9.310,123.185
2.337,0.594	142.456,0.008	0.031,53.988
4.313,0.790	203.913,0.247	203.913,10.276	0.063,32.833
2.730,1.093	166.773,0.025	0.461,35.936
14.006,0.057	46.403,0.001
2.255,1.903	89.227,0.051	0.023,96.262
3.161,2.491	126.972,0.055	0.082,231.493
2.413,0.278	222.216,0.003	0.439,18.741
4.918,2.988	88.852,0.038	0.049,58.197
243.267,0.054	243.267,1.844	0.130,177.629
292.734,0.042	0.188,70.420
158.224,0.130	158.224,10.904	0.035,480.722
5.930,0.586	107.797,0.020	1.047,45.665	19.024,45.665
130.336,0.018	2.847,86.878
37.070,0.421	0.016,209.549
39.311,0.047	0.330,2.501	0.330,155.665
284.950,0.054	0.156,100.785	3.088,100.785
905.738,0.042	0.979,144.559
314.242,0.456	0.636,441.157	11.222,441.157
5.925,2.635	303.766,0.034	0.084,147.028
80.285,0.019	80.285,1.575	0.030,153.363
13.337,3.759	126.972,0.216	0.136,231.493
2.250,5.911	94.723,0.074	0.047,112.627
7.982,0.080	42.738,0.080	7.982,5.428	42.738,5.428	0.456,139.502
5.111,1.876	196.481,0.034	0.149,91.386
37.071,0.686	0.021,37.029
148.315,0.048	0.190,102.435	5.784,102.435
214.788,0.998	0.044,151.042
111.232,0.044	0.052,3.055	0.052,68.625
144.682,0.019
239.060,0.238	0.244,8.475	0.244,260.914
171.640,0.027	5.591,162.959
2.746,4.007	212.887,0.043	0.030,256.209
3.014,1.234	198.742,0.079	0.033,102.223
13.279,0.041	13.279,2.762	0.002,165.246
1.143,2.923	36.806,0.031	0.019,152.101
3.073,12.136	73.972,0.351	0.072,201.189
489.941,0.012	1.443,35.126
13.589,0.193	233.629,0.193	0.188,101.495
134.927,0.006	0.534,26.490
108.800,0.511	0.144,8.124	11.840,8.124	0.144,147.230	11.840,147.230
1.193,0.469	103.577,0.005	0.014,43.775
114.438,0.289	0.045,181.164	1.270,181.164
7.177,0.616	153.784,0.025	0.089,34.578
0.244,1.355	0.003,88.043
8.416,0.121	595.270,0.004
300.842,0.078	4.492,78.700
3.019,5.473	43.627,0.682	0.038,77.963
617.185,0.354	0.121,261.761	8.105,261.761
85.639,0.009	0.203,62.002
0.435,1.317	29.150,0.015	0.017,79.717
139.865,0.009	0.065,49.070
1.987,3.250	194.606,0.042	0.125,138.386
146.422,0.343	0.983,106.146
0.187,3.145	0.004,297.432
0.828,2.853	51.132,0.036	0.009,267.638
1.199,2.147	61.325,0.077	0.074,38.573
74.124,0.035	0.012,1.610	0.012,55.997
2.043,15.028	100.362,0.238	0.037,823.381
3.794,1.326	62.267,0.024	0.103,104.640
0.208,1.780	0.006,86.143
2.117,15.461	174.404,0.161	0.027,240.154
1.551,1.166	111.264,0.019	0.054,38.919
250.559,0.056
0.058,6.020	0.001,142.862
177.539,2.577	1.044,397.632	68.185,153.564
0.165,0.414	0.015,35.650
25.022,0.200	0.022,257.846
3.922,10.844	109.535,1.755	0.148,240.497
0.638,0.085	47.212,0.007
0.608,2.062	51.453,0.055	0.010,154.081
6.609,2.898	93.730,0.060	0.224,99.588
2.899,6.733	102.984,0.267	0.036,611.116
756.886,0.494	756.886,9.929	0.288,325.068	7.835,325.068
7.669,0.654	332.840,0.045	0.100,18.700
2.007,1.401	172.945,0.014	0.070,97.704
4.363,0.368	234.945,0.065	4.363,18.799
1.325,4.035	72.528,0.041	0.019,368.769
25.674,1.096	112.210,0.016	0.312,13.972
5.325,2.373	241.768,0.034	0.079,52.244
429.891,0.003
6.169,3.585	90.961,0.141	0.150,101.069
49.562,0.027	0.057,2.158	0.057,125.004
1.972,0.062	119.929,0.062	0.022,266.531
2.530,2.719	162.990,0.036	0.045,182.698
3.076,2.475	172.287,0.052	0.220,121.558
19.544,0.737	0.002,123.596
4.463,3.316	246.203,0.050	0.117,236.668
6.226,2.702	78.484,0.208	0.079,152.794
2.386,1.286	69.342,0.014	0.024,61.538
165.046,0.011
1.912,3.198	76.780,0.172	1.912,21.342
1.621,12.044	60.458,0.545	0.018,312.899
4.190,0.030	301.734,0.030	0.064,88.212
2.886,3.415	106.908,0.051	0.031,100.082
104.048,0.025
0.819,1.314	36.736,0.597	0.011,102.598
0.950,1.110	44.064,0.028	0.051,56.318
295.440,0.034	0.161,136.944	3.723,136.944
1.141,1.927	99.634,0.418	99.634,21.599	0.039,99.612	3.394,99.612
4.470,3.608	122.296,0.039	0.095,98.414
1.703,0.013	44.733,0.013	0.024,62.498
0.099,2.730	0.001,92.876
111.420,0.838	0.148,88.147
3.926,1.569	166.268,0.017	0.071,76.258
1.423,7.845	40.696,0.092	0.023,625.060
107.424,0.002	0.072,12.868	1.788,12.868
265.045,0.008	1.609,27.340
0.002,11.970	0.002,28.488
26.882,0.020	205.938,0.020	0.983,25.024
0.345,3.547	33.768,0.041	0.007,231.095
0.081,4.119	0.003,52.499
0.644,3.224	52.163,0.063	0.032,125.194
1.423,2.560	57.963,0.039	0.037,168.695
152.440,0.029	0.227,131.244
0.595,1.666	0.140,108.584
3.243,1.695	91.252,0.794	0.103,139.763
0.845,0.742	80.011,0.038	0.057,57.238	5.369,57.238
5.875,0.093	50.068,0.001
1.838,3.603	0.029,84.383
35.695,0.924	0.023,16.555	0.023,331.554
2.748,0.633	134.263,0.021	0.052,39.911
0.471,2.560	15.312,2.560	0.021,175.032
20.108,0.190	0.048,390.809
0.001,2.017	0.001,78.753
1.340,12.559	88.202,0.152	0.016,134.631
3.639,2.768	277.449,0.319	0.100,185.406
4.768,1.510	321.522,0.022	0.053,91.579
0.215,1.987	14.875,0.071	0.003,58.471
143.804,0.110	0.471,77.968
61.578,2.565	0.019,20.382	0.019,117.794
5.381,3.257	206.642,0.184	0.384,141.911
2.454,0.037	76.552,0.037	0.467,101.969
326.632,0.363	0.158,741.507
40.919,0.116	0.005,61.688
2.820,0.008	157.486,0.008	0.099,54.635
1.692,0.020	0.074,1.800	0.074,178.471
0.480,1.895	47.933,0.039	0.480,19.595
2.248,5.097	69.961,0.057	0.037,29.800
613.319,0.025	613.319,1.660	7.249,123.549
1.125,0.212	87.280,0.004	0.015,20.147
0.002,167.725
607.142,0.025	0.300,25.397
22.794,5.357	0.021,159.529
337.687,0.204	0.047,108.875
0.873,0.435	0.011,39.737
423.155,0.004	0.301,29.033
0.356,0.599	27.924,0.009	0.005,10.874
1.933,2.049	190.339,0.022	0.023,154.036
0.711,0.015	62.684,0.015	0.711,1.309	62.684,1.309	0.058,115.008
0.190,2.720	0.003,165.219
2.058,0.469	114.493,0.005	1.366,42.620
104.244,0.247	0.041,10.060	0.041,100.479
0.215,3.290	20.720,3.290	0.003,96.583
4.377,0.737	215.174,0.009	0.602,72.613
1.673,0.072	129.661,0.004
2.749,1.430	191.938,0.016	0.063,26.601
0.014,743.647
25.810,0.093	25.810,2.762	0.361,123.141
2.810,1.515	107.710,0.037	0.036,101.684
0.132,2.286	0.002,134.466
2.293,0.950	0.042,86.722
207.968,0.145	1.701,206.149
25.810,0.016	25.810,1.401	0.074,123.141
2.034,0.020	157.938,0.020	0.041,82.464
1.445,3.276	74.100,0.067	0.034,161.255
0.766,2.115	53.535,0.219	0.091,160.902
0.151,1.282	14.623,0.013	0.003,45.865
0.199,3.284	5.446,3.284	0.007,129.987
178.821,0.262	0.028,5.221	0.028,190.071
0.773,0.658	42.488,0.023	0.227,63.574
1.441,1.129	67.802,0.025	0.019,99.275
6.932,2.379	95.503,0.050	0.256,73.843
2.963,6.122	136.905,0.075	0.036,261.989
0.928,1.274	92.676,0.016	0.066,57.163	6.547,57.163
0.845,1.020	54.065,0.012	0.008,72.801
3.174,0.080	276.755,0.002
85.453,0.069	0.049,2.000	0.049,130.391
5.668,1.971	495.270,0.070	0.059,175.843
5.449,0.287	90.292,0.287	5.449,8.025	90.292,8.025	0.060,95.374
265.672,0.059	0.149,4.002	0.149,88.912
1.031,0.461	63.593,0.006	0.014,25.961
143.135,1.392	0.040,281.305
5.622,1.721	173.175,0.029	0.154,77.309
2.353,0.004	167.849,0.004	0.027,9.163
0.842,2.076	40.687,0.038	0.010,151.675
2.271,4.749	119.891,0.224	0.030,334.181
1.655,2.058	95.710,0.023	0.021,35.317
2.206,0.792	69.636,0.792	0.029,96.864
3.690,11.790	316.470,0.771	0.059,584.667
11.426,0.120	94.788,0.120	0.574,5.778	0.574,210.079
1.968,5.679	53.642,0.208	0.047,109.703
2.391,0.953	129.055,0.018	0.066,81.164
3.416,2.624	295.370,0.114	0.038,95.542
2.292,0.037	125.176,0.005
1.320,0.889	54.521,0.076	0.016,26.844
3.999,0.040	357.836,0.028
0.773,2.781	42.686,0.068	0.023,200.986
3.185,0.440	166.653,0.020	0.055,15.079
2.675,0.930	73.903,0.011	0.032,79.890
0.001,229.281
0.132,0.114	11.987,0.002	0.132,10.057
89.879,0.407	89.879,14.257	0.022,547.487
96.797,7.476	0.125,287.092
0.312,2.537	0.012,27.607
101.745,0.007	0.129,44.370
0.000,224.975
0.163,22.852	0.004,237.740
103.868,0.011	0.121,27.175	5.689,27.175
0.047,1.346	0.006,111.300
1.025,0.250	76.860,0.005	0.011,21.908
0.281,6.719	0.024,633.346
7.669,0.023	335.404,0.023	0.080,92.942
2.269,1.693	218.405,0.033	0.025,60.309
0.022,2.237	0.022,92.552
16.350,0.320	28.484,0.320	16.350,17.937	28.484,17.937	0.495,209.173
132.289,0.575	0.025,33.416
64.466,0.108	0.023,7.672	0.023,519.109
40.973,2.095	0.106,112.753
0.004,88.347
152.166,1.039	3.268,80.339	16.843,72.354
2.074,0.470	170.957,0.013
0.003,541.301
0.013,9.864	0.013,898.721
6.392,0.818	110.253,0.818	0.103,265.501
0.097,13.298	0.097,154.439
9.157,0.005	113.668,0.005	0.289,36.400
231.871,0.103	0.049,261.531
11.673,0.081	30.692,0.030	0.127,7.746
87.514,0.231	0.074,76.586	5.363,76.586
0.344,0.673	28.674,0.011	0.010,50.574	0.859,50.574
15.697,0.063	346.545,0.063	0.423,103.880
1.977,0.843	67.079,0.021	0.034,54.014
0.868,0.774	46.782,0.012	0.121,51.190
2.082,0.368	34.784,0.025
0.975,0.674	83.560,0.008	0.016,64.126
0.115,1.395	0.005,90.595
0.337,3.100	0.005,101.858
118.880,0.023	0.088,71.734
2.250,2.329	87.364,0.031	0.057,50.204
0.267,0.119	25.114,0.012	0.267,2.760
6.067,1.206	98.209,0.144	0.080,101.965
0.752,6.525	73.202,0.154	0.072,117.817
0.952,1.022	88.178,0.018	0.034,98.400
0.444,0.128	34.784,0.016
234.028,0.035	234.028,1.129	0.056,42.056
1.518,4.418	45.690,0.246	0.017,138.493
0.851,0.724	63.454,0.009	0.009,35.829
4.722,2.253	97.705,0.030	0.055,95.247
66.166,0.010	0.013,0.837	0.013,71.456
1.469,5.297	94.754,0.179	0.022,246.200
2.388,1.375	167.330,0.018	0.026,23.731
1.712,3.147	138.905,0.082	0.032,74.204
65.134,0.079	0.158,64.908
2.698,9.202	48.322,0.529	0.033,137.502
1.079,0.405	71.940,0.042
240.887,0.103	1.134,63.922
1.361,3.678	113.201,0.055	0.021,176.875
2.654,2.315	43.225,0.390	0.163,192.059
208.701,0.127	3.486,212.788
2.055,2.878	198.795,0.061	0.023,167.797
173.884,1.091	173.884,24.273	0.139,251.516
2.619,1.424	132.061,0.096	132.061,9.264	0.146,137.438
133.585,0.056	2.653,52.248	11.367,52.248
2.330,1.154	171.928,0.026	0.029,109.651
0.728,1.837	68.555,0.069	0.014,137.869
10.043,0.014	39.034,0.014	0.400,99.092
0.637,2.749	59.293,0.032	0.170,155.833
0.325,0.206	19.725,0.004	0.011,15.319
69.047,0.190	0.192,89.279
1.865,1.433	62.386,0.016	0.023,36.566
2.351,0.130	34.088,0.002
2.739,1.451	121.486,0.118	0.078,110.770
354.843,0.652	0.059,160.279	4.733,160.279
1.393,0.903	104.821,0.021	0.244,81.888
13.510,6.178	156.987,0.178	0.167,152.668
0.005,205.618
5.887,0.936	409.535,0.011	1.600,87.195
0.001,104.743
0.445,1.054	42.112,0.028	0.237,88.760
2.613,1.033	131.729,0.015	0.099,38.178
490.477,0.169	490.477,10.308	0.149,52.656
109.946,0.022	0.936,133.119
0.989,0.774	90.534,0.028	0.064,77.185
2.498,1.147	89.455,0.016	0.030,104.324
2.302,0.029	81.112,0.029	0.037,53.888
0.245,0.584	0.005,43.656
0.377,2.405	23.683,2.405	0.006,91.773
10.245,6.150	126.008,0.282	126.008,9.120	0.146,199.248
1.382,3.028	45.291,0.071	0.032,99.234
5.694,1.615	51.070,0.038	0.174,66.494
2.614,1.947	114.519,0.025	0.107,194.002
0.201,3.352	16.653,0.107	16.653,6.139	0.007,192.969
0.385,0.221	27.154,0.004	0.005,22.079
19.068,0.140	298.749,0.140	19.068,6.570	298.749,6.570	1.454,47.090
1.873,1.163	133.424,0.013	0.025,61.125
140.327,0.676	0.190,241.736
2.044,0.061	145.817,0.061	2.044,3.170	145.817,3.170	0.044,266.844
3.008,0.109	51.052,0.003
2.747,0.002	149.880,0.002
107.689,0.382	0.146,51.725
1.626,3.340	135.202,0.132	0.017,130.210
311.644,0.045	311.644,2.698	0.090,102.746	6.390,102.746
3.577,3.649	152.253,0.043	0.036,173.516
1.512,1.385	60.239,0.019	0.018,115.197
163.966,0.372	163.966,14.951	0.056,103.438
5.291,0.160	204.017,0.006	0.071,14.487
15.482,0.019	73.659,0.019	0.156,100.402
0.382,1.287	17.413,0.022	0.006,97.859
4.501,2.202	36.783,0.042	0.053,108.610
0.061,1.592	0.001,85.937
1.329,3.890	72.792,0.055	0.077,74.245
72.965,0.155	0.009,79.723
105.946,0.100	0.047,65.868	2.597,65.868
239.682,1.567	239.682,7.276	0.136,174.955
0.699,8.969	66.513,0.100	0.012,288.981
291.385,0.111	0.189,9.791	0.189,296.907
68.994,0.199	68.994,7.729	0.009,209.391
1.710,1.211	164.901,0.108	0.024,48.482
1.683,2.266	143.251,0.027	0.062,67.521
4.679,1.170	122.418,0.014	0.059,79.858
2.123,4.388	172.760,0.055	0.029,172.648
315.554,0.013	0.823,53.066
4.801,1.779	128.433,0.034	0.099,100.228
0.530,0.440	30.896,0.005
0.166,2.257	10.727,2.257	0.002,57.131
1.150,0.952	92.149,0.016	0.063,21.703
3.977,0.092	308.389,0.001
0.805,1.010	60.157,0.054	60.157,3.418	0.010,64.128
0.240,2.322	0.020,226.143
7.843,0.571	125.355,0.007	0.105,51.383
4.874,2.911	313.414,0.076	2.381,41.033
1.557,0.093	124.152,0.002
0.426,1.570	28.778,0.144	0.009,95.587
0.163,2.030	11.597,2.030	0.021,162.728	1.520,162.728
277.179,2.286	0.111,156.862	5.417,156.862
6.266,1.169	389.607,0.111	389.607,6.393	0.139,67.324
88.262,1.313	0.026,422.450
65.904,0.041	65.904,1.203	0.586,90.616
8.359,1.462	382.540,0.019	0.405,118.724
3.200,0.726	106.350,0.053	0.228,66.359
4.058,2.375	112.277,0.036	0.096,183.560
281.775,1.655	0.111,295.741
1.111,2.397	78.529,0.249	0.034,111.156
0.836,0.142	47.679,0.005
0.316,805.385
2.250,4.456	122.966,0.071	0.026,82.282
89.246,0.044	0.024,2.497	0.024,222.639
59.788,0.064	59.788,4.505	0.015,308.718
2.425,0.374	151.165,0.005	2.425,19.515
4.750,4.647	425.850,0.047	0.073,150.974	6.548,150.974
0.968,1.049	87.977,0.061	0.011,28.504
0.091,1.048	0.005,95.241
1.621,3.182	59.031,0.113	0.066,130.559
1.106,1.518	106.574,0.050	0.029,21.241
2.634,13.447	140.011,1.401	0.042,369.346
101.203,2.013	0.025,14.337	0.025,438.614
123.011,0.094	0.036,4.172	0.036,168.110
228.707,0.045	228.707,3.047	1.137,99.418
2.499,0.375	118.980,0.013	0.043,23.929
137.467,0.127	137.467,1.771	0.143,135.175
2.588,0.603	100.997,0.012	0.089,23.391
148.545,0.529	1.978,125.334
507.334,0.067	0.397,33.263
0.001,4.826	0.001,162.268
135.443,0.694	0.032,158.287
0.021,253.320
188.571,0.062	0.285,132.159
85.767,3.069	0.221,696.269
1.687,6.792	120.559,0.482	120.559,17.137	0.017,241.264
1.778,1.169	101.500,0.021	0.105,88.863
7.125,0.055	194.794,0.055	0.098,80.144
91.844,0.389	0.031,8.426	0.031,235.260
306.933,0.451	306.933,13.174	4.017,277.499
0.044,419.313
0.826,0.893	52.331,0.119	0.021,83.448
4.155,0.301	0.003,43.411
1.172,10.565	81.879,0.117	0.023,424.253
115.845,0.021	1.071,135.777
1.508,2.206	64.902,0.058	0.038,128.376
0.514,4.422	51.306,0.045	0.005,410.407
3.225,7.865	44.513,0.179	0.042,213.712
1.284,0.501	71.882,0.023	0.055,49.687
44.756,0.112	0.014,5.069	0.014,174.411
289.619,0.012	0.540,24.114	8.323,24.114
151.425,0.012	151.425,0.842	0.049,70.866
2.786,4.372	78.697,0.115	0.224,117.854
228.650,0.172	0.046,110.702
0.029,199.828
144.782,0.128	0.015,9.917	0.015,40.225
23.964,0.033	66.347,0.033	1.329,75.786
297.844,0.042	297.844,2.026	0.208,86.311	12.628,86.311
1.622,0.300	84.630,0.059	0.027,23.075
1.173,1.270	66.741,0.019	0.024,58.495
116.096,0.032	0.275,52.257
1.135,0.412	60.905,0.010	0.018,32.149
58.952,0.255	0.030,8.234	0.030,81.962
18.530,1.610	175.353,0.022	0.403,149.694
193.126,0.140	4.917,313.660
0.447,1.679	37.018,0.041	0.005,155.211
1.252,2.659	64.619,0.027	0.015,111.057
0.746,4.426	72.685,0.048	0.014,43.953	1.337,43.953
3.770,6.894	233.623,4.557	0.379,354.185	23.465,234.135
58.895,0.115	58.895,6.998	0.297,342.088
233.834,0.157	1.688,49.797
68.778,0.507	0.047,9.872	0.047,387.602
425.588,0.046	0.334,41.245
3.101,1.946	261.426,0.028	0.243,39.642
89.392,0.189	0.047,36.888
0.307,1.690	25.112,0.075	0.008,136.854
5.251,2.829	98.279,0.066	0.084,112.573
84.309,1.470	84.309,7.839	0.098,201.262
0.946,1.458	72.322,0.023	0.021,51.695
2.441,0.017	143.781,0.017	0.066,60.550
2.362,2.473	150.169,0.025	0.064,112.230
2.956,0.754	76.183,0.009	0.043,62.557
0.101,127.267
138.649,3.887	2.165,75.956
3.515,3.040	86.862,0.069	0.045,131.000
0.179,7.366	0.179,103.686
7.878,0.443	122.853,0.011	0.126,40.262
2.769,0.072	116.465,0.001	2.769,4.796
7.041,2.145	203.184,0.022	0.084,82.887
0.369,0.690	35.442,0.009	0.038,27.469
1.071,4.041	21.767,0.136	0.025,73.714
0.214,1.966	14.541,1.966	0.003,120.239
0.688,0.614	54.945,0.009	0.013,61.353
343.669,0.029	0.229,82.776	11.124,82.776
6.057,0.547	34.067,0.015	0.185,36.221
245.621,0.333	245.621,3.967	0.070,93.597
392.421,0.081	0.441,29.184
92.541,0.540	0.014,8.214	0.014,503.000
3.702,0.015	86.181,0.015	0.042,101.004
79.679,0.045	0.290,236.901
4.944,0.472	116.738,0.020	0.067,23.262
142.328,0.036	0.657,43.002
11.223,0.001	435.670,0.001
4.890,10.071	211.438,0.279	0.071,162.869
60.899,0.063	0.036,2.265	0.036,104.610
0.898,1.628	71.461,0.036	0.036,101.766
0.575,0.815	55.430,0.035	0.011,68.097
20.206,0.006	176.224,0.006	0.293,22.635
50.137,0.069	0.299,1.562	0.299,53.526
144.071,0.016	0.236,1.310	6.299,1.310	0.236,12.119	6.299,12.119
27.675,0.017	0.003,0.988	0.003,85.388
6.800,2.207	264.871,0.027	0.164,152.777
16.642,4.373	113.440,0.056	1.281,68.090
7.464,0.095	77.188,0.095	0.107,162.772
0.007,121.840
0.001,190.438
166.146,0.012
4.864,0.885	348.670,0.063	0.066,23.693
0.489,0.882	0.007,69.362
8.945,1.486	235.739,0.173	0.173,139.869
131.675,0.017	0.363,41.859
0.374,0.093
106.287,0.007
106.287,0.006
121.944,0.005
51.360,4.196	0.014,108.818
6.131,4.163	275.868,0.112	0.068,132.211
762.183,0.105	0.699,9.682	0.699,103.555
2.616,0.013	176.618,0.013	0.119,37.398
2.075,8.453	44.579,2.795	0.092,211.741
1.090,2.249	78.750,0.027	0.396,113.451
2.600,0.311	141.955,0.004	0.040,29.863
224.013,0.211	0.063,307.788
251.520,0.248	0.146,135.183
366.156,0.230	1.428,201.794	6.370,201.794
1.363,2.643	133.836,0.048	0.022,148.919
1.378,1.077	39.926,0.024	0.016,100.990
3.560,4.579	97.888,0.188	97.888,12.710	0.064,309.124
2.160,3.397	79.749,0.048	0.047,150.446
175.830,0.032	0.428,73.255	7.024,73.255
3.120,0.824	83.010,0.075	0.567,64.141
1.386,0.209	134.311,0.209	0.041,325.416
240.816,0.058	1.435,63.876
0.573,1.624	23.086,0.024	0.050,128.104
2.147,1.036	195.509,0.018	0.036,87.513
0.686,2.384	65.531,0.063	0.016,19.181
29.714,0.204	0.182,8.431	0.182,771.126
0.349,0.625	19.109,0.625	0.004,61.121
3.340,8.404	202.845,0.197	0.039,148.454
3.057,0.008	159.312,0.008	0.055,24.436
4.463,2.891	300.817,0.046	0.107,207.803
89.911,0.502	0.082,62.286
222.910,0.410	222.910,11.150	1.985,489.258
120.404,0.085	120.404,4.746	1.584,177.894
3.924,2.339	99.630,0.243	0.044,135.410
1.606,1.164	133.315,0.013	0.020,64.357
4.959,0.220	105.344,0.220	0.208,153.197
3.231,2.084	116.380,0.059	0.042,78.404
3.266,1.097	189.907,0.023	0.094,78.231
3.353,0.062	289.776,0.001
139.881,0.284	0.018,472.042
13.709,0.067	251.520,0.067	0.199,135.183
1.765,2.765	122.625,0.174	0.071,254.531
52.612,0.257	0.338,5.195	0.338,91.703
263.545,0.024	0.461,91.101
15.509,3.153	216.118,0.140	0.170,165.672
5.780,1.957	88.288,0.128	0.086,60.184
0.687,1.282	30.890,0.053	0.012,13.052
0.380,1.138	26.890,0.020	0.010,111.056
228.110,0.031	0.279,134.121
0.602,1.641	52.869,0.022	0.032,56.986
303.327,0.062	0.140,148.964	6.052,148.964
1.450,3.203	109.156,0.075	0.025,164.390
72.812,0.208	0.043,4.795	0.043,97.816
0.144,0.629	0.001,61.881
0.631,0.647	38.222,0.019	0.631,24.846
79.906,2.081	0.040,331.922
1.144,1.384	103.858,0.065	1.144,14.335
0.677,9.245	58.701,0.231	0.015,327.300
0.976,0.546	64.965,0.018	0.069,29.710
0.908,1.547	82.199,0.017	0.011,112.025
1.127,4.617	92.081,0.814	0.019,123.753
2.656,0.707	123.439,0.013	0.053,54.315
1.275,1.729	15.921,0.338	0.035,118.923
113.734,4.647	0.019,17.608	0.019,319.069
47.115,0.050	0.014,2.692	0.014,246.552
2.371,0.932	95.164,0.014	0.101,63.140
286.779,0.071	0.074,119.028	6.691,119.028
2.972,3.660	102.738,0.344	0.065,30.302
1.121,2.506	83.510,0.044	0.014,213.318
1.124,1.093	99.616,0.412	0.013,41.426
472.288,0.037
1.767,1.151	146.599,0.014	0.086,100.652
82.373,0.021	0.034,88.135	3.231,88.135
156.388,1.360	0.116,117.501	10.287,117.501
4.829,0.078	93.275,0.078	0.083,215.164
45.281,2.209	0.061,260.646
71.641,0.033	0.357,78.821
165.150,0.069	0.077,64.572	6.297,64.572
6.247,2.488	120.672,0.074	0.066,203.914
1.665,2.031	44.390,0.036	0.032,182.880
1.681,1.192	131.142,0.013	0.019,112.986
0.015,5.186	0.015,245.100
1.322,1.677	120.284,0.737	0.025,23.120
6.215,3.115	315.983,0.620	0.668,63.174
0.443,2.782	39.993,0.070	0.005,66.536
29.190,0.021
0.339,2.004	30.034,0.092	0.118,30.605	10.470,30.605
2.949,7.280	215.719,0.076	0.086,395.590
0.761,0.920	69.834,0.026	0.019,78.114
2.070,0.950	86.857,0.013	0.130,77.978
126.689,0.065	0.049,5.544	0.049,17.611
3.312,2.295	144.852,0.024	0.044,211.865
153.172,0.136	0.040,29.651
6.116,0.048	362.311,0.048	0.096,197.940
6.554,1.627	254.846,0.037	0.243,101.646
11.798,6.146	827.816,0.068
70.590,2.925	0.040,501.783
0.741,2.190	19.698,0.401	0.008,33.175
50.672,0.043	50.672,2.778	0.096,190.308
4.105,1.705	26.836,0.068	0.059,67.767
1.834,0.151	157.502,0.004	0.026,13.932
54.947,0.113	0.463,8.500	0.463,834.311
99.351,0.181	0.038,492.761
0.398,3.353	15.692,3.353	0.045,164.328
3.609,0.722	250.483,0.011	0.109,65.870	7.599,65.870
87.084,0.186	0.021,889.720
5.543,0.064	5.543,2.216	0.072,95.547
158.320,0.167	0.035,481.814
0.866,4.393	48.134,0.147	0.078,160.476
0.205,0.870	16.476,0.870	0.006,19.662
93.184,0.129	0.083,4.751	0.083,45.408
2.436,0.065	175.149,0.001	2.436,4.620
1.183,0.880	110.566,0.132	110.566,4.428	0.029,29.487
0.902,2.993	84.537,0.067	0.011,149.510
34.524,0.965	0.006,110.849
1.484,0.709	93.510,0.062	0.017,54.707
0.864,0.382	77.706,0.007	0.101,36.780	9.089,36.780
130.192,0.880	0.067,247.121
174.805,0.192	0.084,3.174	0.084,232.374
112.549,0.421	0.068,5.327	0.068,398.273
1.155,0.995	39.909,0.037	0.034,48.722
2.549,1.721	98.740,0.025	0.133,87.639
0.003,9.564	0.003,110.457
4.224,1.112	188.310,0.014	0.048,83.274
94.842,0.033	0.059,37.549	1.345,37.549
0.056,525.204
2.662,0.618	172.533,0.007	0.127,47.488
4.562,0.127	136.544,0.003
97.298,0.021	0.059,1.575	0.059,107.126
0.502,0.685	23.399,0.014	0.008,47.111
2.224,2.738	178.895,0.084	0.033,64.283
0.908,1.473	74.988,0.022	0.015,44.442
0.857,0.373	53.167,0.005	0.010,34.081
35.070,0.232	0.083,405.585
0.074,344.957
1.928,5.104	65.336,0.081	0.029,82.895
151.485,0.143	0.029,13.829	0.029,73.681
1.338,0.946	102.165,0.014	0.028,89.575
0.804,2.782	61.820,0.032	0.015,54.998
2.086,1.502	129.424,0.047	0.045,100.358
1.979,2.446	65.336,0.037	0.032,82.895
