1.830,1.787	93.100,0.079	0.020,94.853
110.182,1.245	0.060,4.765	0.060,275.267
0.289,3.099	14.896,0.080	0.022,150.413
311.820,0.088	0.105,4.114	4.136,4.114	0.105,286.724	4.136,286.724
3.037,1.641	77.938,0.029	0.088,44.254
80.727,0.042	0.020,52.461
1.890,1.729	77.990,0.053	0.030,116.924
17.377,0.154	0.013,107.536
0.769,633.211	23.930,230.617
4.718,0.251	119.253,0.251	0.101,213.261
0.020,281.845	1.823,281.845
134.551,0.127	0.107,405.196
41.017,0.098	0.031,3.490	0.031,182.202
127.295,0.072	0.041,31.687	1.453,31.687
224.542,0.113	224.542,4.583	0.111,98.184
455.582,0.127	0.528,121.816	27.585,9.009
74.081,0.081	0.174,59.759
16.696,0.039	0.009,161.383
26.696,0.070	0.025,4.527	0.025,133.389
2.633,0.009	240.411,0.009	0.027,13.868
576.831,0.027	0.242,61.946
0.002,223.286
121.531,0.069	0.018,130.876
75.194,0.005	0.135,24.093
102.974,0.032	0.555,213.725	35.150,2.456
1.009,0.325	58.443,0.325	0.019,3.676	0.019,42.963
65.481,0.097
1.281,0.330	77.988,0.006	0.052,25.306
2.156,0.021	184.394,0.021	0.124,39.136
360.830,0.004
32.463,0.317	0.034,213.801
2.258,1.794	71.933,0.022	0.031,89.700
112.744,0.089	0.046,661.935
120.924,0.004	0.140,10.072
0.662,1.265	64.417,0.021	0.012,54.472
59.229,1.280	0.022,308.350	0.872,308.350
38.399,0.257	0.709,139.022	3.350,14.526
34.313,0.238	1.120,55.762
111.994,0.062	0.012,2.116	0.012,84.553
0.063,479.948	2.901,479.948
83.383,0.505	83.383,3.101	0.020,91.699
0.634,0.508	35.343,0.006	0.028,46.246
128.464,0.152	0.024,118.261
0.415,3.778	26.329,0.077	0.005,83.757
34.785,1.120	0.047,483.198
0.610,0.478	27.491,0.018	0.006,7.030
2.434,0.030	62.380,0.030	0.032,93.415
291.210,0.045	0.203,160.666
51.363,0.306	0.019,244.783	0.628,244.783
2.289,0.155	166.029,0.025	0.028,11.818
8.658,0.139	0.032,271.823
130.252,0.017	0.148,83.904
0.009,84.456
2.858,2.556	279.159,0.034	0.154,218.891
90.962,0.008	0.076,41.596
0.290,1.093	19.367,0.021	0.005,107.180
0.094,0.143	5.721,0.002	0.001,11.117
0.957,0.001	34.669,0.001	0.047,6.912
79.904,0.023	0.046,80.648
4.539,0.063	33.436,0.063	4.539,4.770	33.436,4.770	0.124,382.280
35.533,0.062	0.010,421.080
34.817,0.039	0.019,211.137
57.720,0.405	0.019,147.422
138.537,0.030	1.369,2.893	1.369,82.944
377.481,0.255	0.481,147.286
0.873,2.844	78.795,0.063	0.049,228.851	4.396,228.851
5.535,0.010	296.342,0.010	5.535,0.981	296.342,0.981	0.100,11.904
90.773,0.049	90.773,4.600	0.450,370.313
105.551,0.037	0.045,192.748
16.397,0.130	0.004,1.078	0.004,67.367
86.435,0.274	0.088,23.970
5.050,0.037	154.999,0.037	0.078,1.046	0.078,79.816
14.704,0.472	0.010,305.579
4.795,0.051	0.007,16.823
63.665,0.014	63.665,0.625	0.036,38.390
67.871,0.142	0.011,81.909
0.015,6.252	0.015,554.991
0.504,0.532	31.127,0.007	0.016,48.173
0.757,0.004	43.208,0.004	0.018,7.819
165.550,0.038	165.550,2.029
277.284,0.009	0.054,70.676
435.679,0.163	0.537,5.211	0.537,455.877	20.304,14.266
63.886,0.007	0.097,31.362	2.521,31.362
316.112,0.019	0.076,49.928
89.040,0.214	0.071,82.136
351.897,0.142	0.554,598.182	16.010,11.157
98.501,0.023	0.033,27.396	1.712,27.396
56.630,0.026	0.316,1.970	0.316,69.656
0.606,0.074	60.370,0.074	0.013,2.641	0.013,157.847
0.016,484.425
0.057,171.844
118.395,0.031	0.404,116.723
12.178,0.057	12.178,4.274	0.004,224.846
461.444,0.032	0.196,91.977
107.015,0.172	0.013,65.409
76.520,0.362	0.642,166.632	5.862,18.252
318.583,0.830	0.828,58.621	29.572,28.476
53.903,0.017	0.013,0.903	0.013,27.732
3.351,0.075	98.500,0.075	0.298,16.187
125.419,0.100	0.017,62.132
673.683,0.010
0.975,0.993	23.750,0.018	0.063,93.696	1.542,93.696
75.618,0.173	0.017,272.405	1.477,272.405
1.708,0.015	123.990,0.015	0.019,40.193
3.214,0.007	34.223,0.007	0.065,41.567
66.241,0.073	0.205,84.922
103.203,0.248	0.080,3.405	1.106,3.405	0.080,257.494	1.106,257.494
21.994,0.102	21.994,3.221	0.006,265.941
122.000,0.005	0.758,20.683
98.654,0.123	0.017,3.432	0.017,174.892
753.253,0.023	0.295,95.941
1.892,1.831	108.881,0.128	0.076,171.592	4.363,12.038
77.326,0.005	0.009,18.798	0.798,18.798
0.029,49.847	2.262,49.847
118.258,0.063	118.258,2.389	0.133,164.098
3.773,0.015	155.764,0.015
0.478,0.157	24.508,0.157	0.478,5.253	24.508,5.253	0.012,171.518
106.419,0.003	0.020,27.301	1.842,27.301
213.586,0.031	0.181,1.558	0.181,138.636
0.257,1.081	17.627,0.047	0.023,55.528	1.612,55.528
72.447,0.045	0.230,204.184
0.197,0.699	4.440,0.019	0.010,67.443
544.656,0.016	0.949,83.309
115.113,0.022	0.318,54.711
4.801,0.041	77.246,0.041	0.058,73.560
8.677,0.834	0.017,322.023
0.352,0.680	27.951,0.015	0.012,58.615
0.027,302.032
143.274,0.017	0.323,72.354
55.540,0.058	0.483,1.184	0.483,86.286	17.638,4.203
118.633,0.053	0.345,95.656
1.305,0.383	108.771,0.383	0.039,101.903
91.409,0.016	0.462,0.960	0.462,67.283
69.412,0.135	0.060,82.863	4.090,82.863
0.104,1.228	6.799,0.321	0.001,80.613
158.900,0.016	0.144,36.325
7.687,0.017	0.001,1.196	0.001,77.092
44.034,0.380	0.076,205.924	4.285,205.924
0.684,0.292	66.299,0.004	0.014,22.466
0.343,0.904	11.480,0.010	0.004,81.118
481.831,0.030	0.131,47.309
2.716,0.060	268.201,0.060	0.034,1.715	0.034,80.175
1.243,2.406	68.131,0.025	0.072,228.460
0.693,1.888	47.308,0.029	0.324,107.381
0.185,0.669	13.601,0.039	0.004,55.266
320.310,0.128	0.227,3.273	0.227,216.598	12.669,8.452
0.121,244.534	2.980,244.534
1.402,0.588	115.787,0.010	0.039,48.032	3.188,48.032
71.592,0.108	71.592,3.303	0.030,229.403
2.622,0.056	189.702,0.001	0.154,5.059
63.482,0.005
48.198,0.324	0.044,97.482
137.893,0.045	0.119,47.708
197.163,0.017	0.973,30.652
167.028,0.002	0.264,6.743
5.030,0.004	194.140,0.004	0.145,18.223
7.219,0.208	0.002,152.374
2.945,0.068	254.740,0.068	0.079,120.263
182.464,0.003	1.197,3.941
252.009,0.002
281.647,0.182	281.647,4.033	0.287,395.176	3.817,395.176
128.452,0.721	0.022,518.421
14.932,0.427	0.007,70.097
7.321,0.147	0.002,205.472
66.346,0.393	0.285,123.412
49.791,0.224	0.044,5.794	0.044,67.924
0.715,0.872	66.492,0.023	0.007,61.844
78.330,0.886	0.054,4.456	0.054,306.817	1.841,60.980
77.580,0.010	1.417,49.627
92.627,0.057	92.627,1.521	0.016,47.330
0.753,0.027	73.480,0.000	0.753,2.203
141.832,0.077	0.263,113.808
3.263,0.021	3.263,2.000	0.008,85.643
125.994,0.054	0.039,4.360	0.039,122.436
0.422,0.036	20.658,0.001
0.997,0.516	86.169,0.007	0.038,36.965	3.248,36.965
245.348,0.021	0.045,31.494
2.082,0.953	194.588,0.010	0.053,82.766
33.094,0.024	0.011,162.425
212.951,0.024	212.951,1.169	0.170,81.936
3.102,4.898	194.314,0.114	0.077,281.714	4.842,6.528
2.378,0.199	116.372,0.004
98.087,0.025	0.047,1.578	0.047,73.375
0.080,0.067	0.080,3.265
82.669,0.243	82.669,1.963	0.432,24.459	3.363,24.459
521.951,0.006	0.177,20.669
876.570,0.054	0.263,0.778	0.263,41.911
429.601,0.087	0.093,133.875	7.271,8.184
33.362,0.774	0.016,195.609
0.295,0.067	17.692,0.001	0.019,4.078
1.435,0.186	65.625,0.186	0.182,4.663	0.182,377.271	8.325,15.016
52.552,0.184	0.821,129.069	16.600,4.866
194.418,2.042	0.087,150.376	7.465,10.982
324.714,0.009	0.125,26.668
4.879,0.046	32.708,0.046	4.879,2.775	32.708,2.775	0.126,201.844
2.169,0.112	181.488,0.112	0.042,83.430
199.565,0.020	0.270,103.252
69.773,0.022	0.024,1.851	0.024,111.372
82.049,0.272	0.279,1.766	0.279,150.306	4.338,23.151
52.568,0.132	0.009,43.700
15.749,1.449	0.197,276.760	15.749,12.152
139.206,0.035	0.097,76.222
225.187,0.028	0.039,129.664	2.458,129.664
163.248,0.025
1.990,0.059	23.461,0.059	0.021,3.691	0.021,118.412
17.500,0.823	0.108,240.806	4.008,6.917
0.430,2.672	20.458,0.040	0.010,191.157
0.509,0.036	47.551,0.036	0.019,1.348	0.019,109.369
432.707,0.401	0.297,213.407	18.890,15.439
48.676,0.059	0.052,134.436
0.178,2.789	2.720,0.178	0.178,28.629
1.194,0.237	96.506,0.237	0.024,59.003
135.015,0.024	135.015,1.928	0.443,44.193
0.011,48.282	1.012,48.282
121.725,0.048	121.725,3.488	0.090,124.464
93.547,0.120	0.542,44.770
222.459,0.961	0.061,256.663	2.411,256.663
43.226,0.033	0.011,2.103	0.011,145.290
182.056,0.025	182.056,1.811	0.022,40.893	1.837,40.893
51.634,0.159	0.041,3.071	0.041,135.359
0.955,0.408	59.969,0.005	0.013,13.843
9.923,0.659	0.005,448.387
3.526,0.437	106.302,0.437	3.526,3.507	106.302,3.507	0.117,149.313
4.115,0.107	0.001,522.792
0.014,205.484
155.011,0.457	0.127,229.866	7.031,16.355
129.794,0.041	129.794,0.982	0.024,96.212
394.808,0.018
160.857,0.009	1.090,26.622
2.319,0.587	210.843,0.045	0.070,20.694	6.406,1.578
121.482,0.028
2.254,0.794	198.849,0.023	0.050,54.399
32.012,0.075	0.004,3.155	0.004,185.114
218.210,0.175	0.098,36.704	3.660,12.062
121.085,0.064	121.085,2.118	0.115,201.082
442.745,0.272	0.103,102.931
268.871,0.031	0.284,64.827	5.886,2.554
37.875,0.069	0.062,6.665	0.062,179.075
2.733,3.166	6.277,0.462	0.031,99.246
37.311,0.042	0.057,183.916
275.532,0.024	1.068,90.218	7.279,1.314
25.575,0.065	0.291,45.294
1.885,0.962	128.238,0.064	0.020,74.717
2.003,0.016	154.544,0.016	0.056,1.445	0.056,125.554
2.309,0.305	65.480,0.305	0.063,88.007
0.177,1.059	16.034,0.076	0.003,68.810
2.588,1.342	213.203,0.034	0.056,113.566
0.688,0.138	64.352,0.112	0.045,8.838	4.256,7.213
2.270,1.175	226.975,0.013	0.042,108.253	4.217,108.253
299.706,0.068	0.121,149.377	4.187,149.377
87.720,0.130	0.014,243.091
104.411,0.022	0.083,111.314
45.920,0.057	45.920,1.709	0.007,100.556
116.581,0.090	0.052,179.785
3.459,0.188	343.448,0.005	0.041,18.149
279.901,0.088	279.901,2.287
2.890,0.264	223.031,0.003	0.263,17.290
59.084,0.036	0.010,1.388	0.631,1.388	0.010,34.257	0.631,34.257
221.979,0.023	0.073,76.823	3.161,76.823
0.008,252.920
59.864,0.126	59.864,2.872	0.032,283.554	3.194,283.554
1.528,1.401	111.024,0.054	0.020,101.645
71.962,0.052	0.042,262.925	1.370,262.925
196.108,0.097	0.034,111.806
0.026,126.221
4.858,0.003	260.637,0.003	0.128,11.031
0.389,1.531	32.606,0.036	0.012,118.827
75.473,0.022	0.190,1.836	0.190,88.746
176.008,0.053	0.025,71.218
355.212,0.187	0.685,188.341	6.123,14.701
166.405,0.207	0.480,147.163
0.991,0.028	23.498,0.028	0.095,66.258
71.623,0.012	0.067,26.425
82.831,0.057	0.028,1.543	2.404,1.543	0.028,129.524	2.404,129.524
92.042,0.079	92.042,3.411	0.044,146.537
208.239,0.016	0.667,40.674
9.250,0.360	0.008,441.634
290.197,0.034	0.127,120.986
137.069,3.062	0.153,317.672
182.643,0.191	0.291,66.038
35.171,0.493	0.020,334.933	0.533,334.933
435.073,0.043	0.477,3.585	0.477,285.646
2.174,0.075	136.706,0.075	0.023,426.170
1.447,0.894	57.940,0.029	0.035,71.186
260.053,0.032	0.185,117.668
11.224,0.018	0.005,1.702	0.005,112.592
0.129,1.203	0.001,21.146
2.619,0.017	163.007,0.017	0.105,1.267	0.105,76.250
56.011,0.043	56.011,1.281	0.017,62.903
1.821,0.038	142.599,0.038	0.026,98.800
74.691,1.219	0.030,245.634	0.974,245.634
224.394,0.000	0.181,3.543
358.720,0.079	358.720,3.033	0.130,214.468
61.260,0.042	61.260,4.133	0.141,267.087
265.273,0.434	0.050,196.350	3.587,19.184
313.992,0.057	0.980,100.311	5.582,4.554
450.069,0.098	0.114,2.298	0.114,47.805
25.559,0.094	25.559,2.446	0.017,97.287
88.893,0.025	0.014,77.296
2.563,0.022	135.989,0.022	0.043,1.227	0.043,82.918
0.407,0.879	34.605,0.020	0.004,70.686
65.834,0.033	0.012,1.754	0.012,148.602
0.601,4.110	40.722,0.060	0.008,392.588
252.915,0.039	252.915,1.369	0.098,110.517
135.908,0.008	0.105,27.235
191.095,0.173	0.145,1.328	0.145,113.953
106.595,0.049	0.087,0.844	0.087,42.945
3.523,0.041	97.953,0.041	0.064,1.780	0.064,127.009
14.711,0.035	0.005,2.366	0.005,121.211
428.028,0.031	0.334,169.092
122.973,0.027	122.973,2.314	0.077,94.882
2.555,0.076	133.075,0.076	0.452,99.973
88.723,0.358	0.223,29.676
0.856,0.999	79.153,0.014	0.012,68.607
0.334,0.181	32.023,0.027	32.023,1.888	0.004,12.804
108.953,0.060	4.014,76.032
80.964,0.011	0.032,23.817	2.211,23.817
328.099,0.932	61.042,80.196
302.144,0.943	2.314,110.618	12.227,42.939
1.747,0.089	122.078,0.089	0.024,90.008
68.271,1.320	0.019,167.857
49.868,0.580	0.055,572.803	3.462,572.803
27.517,0.426	0.217,3.210	0.217,35.668	16.278,4.733
59.811,0.084	1.821,5.946	1.821,398.207
425.514,0.095	0.114,4.296	0.114,126.779
72.616,0.544	0.208,558.092	3.086,558.092
4.479,0.671	361.638,0.010	0.310,57.723
0.367,0.076	32.795,0.001	0.009,7.505
72.335,0.049	0.034,157.851	0.804,157.851
0.011,105.491	0.824,105.491
321.905,0.011	3.925,92.192
11.253,0.187	0.012,232.516
4.822,0.439	403.213,0.006	0.110,19.941
204.129,0.768	1.756,162.222
320.392,0.694	0.085,100.391
0.391,0.963	31.914,0.123	0.012,69.470
0.839,0.248	50.971,0.248	0.012,591.590
95.375,0.137	0.091,1.617	0.091,123.812
135.279,0.003	0.060,25.083
83.273,0.015	0.047,10.971	2.655,1.109
2.899,0.587	102.988,0.587	0.425,58.683	15.102,3.655
101.378,0.009
180.181,0.019	0.100,1.795	5.178,1.795	0.100,110.194	5.178,110.194
138.200,0.084	0.058,229.947	2.853,6.572
102.034,0.006	0.021,34.928	1.298,34.928
0.914,0.302	35.828,0.006	0.011,20.104
114.351,0.174	0.016,453.010
58.597,0.069	0.196,227.481	3.200,227.481
1.503,0.003	111.017,0.003	0.019,13.568
33.807,0.050	0.008,0.443	0.008,37.126
188.886,0.032	188.886,2.071	0.176,95.738
132.893,0.020	132.893,1.068	0.550,92.241
50.665,2.282	0.008,278.120
0.003,87.623
86.582,0.116	86.582,4.033	0.237,223.120
0.017,205.478
1.539,0.449	94.118,0.006	0.020,36.942
32.544,0.036	0.009,110.789	0.701,110.789
135.457,0.019	0.250,75.563	2.378,75.563
28.049,0.238	0.061,261.470
141.164,0.058	141.164,1.878	0.040,124.363
269.797,0.005	0.065,11.822
158.388,0.068	0.068,360.799
0.547,0.435	46.711,0.005	0.006,41.678
2.573,0.002	51.927,0.002	0.085,13.691
66.095,0.234	0.013,573.219	0.801,573.219
393.374,0.006	0.124,18.893
19.615,0.042	19.615,2.616	0.063,251.686
3.357,0.091	166.034,0.091	0.118,137.800	5.850,7.444
37.757,0.827	0.010,162.482
96.396,0.111	0.467,158.656
0.952,20.065	14.997,20.065
91.380,0.065	0.364,108.345
1.701,1.060	32.007,0.023	0.051,17.256
246.531,0.360	0.062,75.164	2.744,75.164
86.386,0.649	0.045,440.076	3.362,440.076
2.023,0.288	66.738,0.288	0.037,164.045
3.496,0.142	38.899,0.142	3.496,2.160	38.899,2.160	0.065,82.247
3.881,0.009	261.764,0.009	0.162,6.361
169.760,0.051	0.154,2.258	0.154,155.136
494.968,0.016	0.136,1.468	0.136,63.061
93.266,0.157	93.266,3.865	0.016,222.259
59.144,0.008	0.065,51.611	4.673,51.611
4.097,0.052	66.788,0.052	0.050,60.403
1.274,0.704	62.892,0.007	0.043,34.238
538.089,0.049	0.109,3.441	0.109,83.750
1.564,0.410	95.895,0.042	95.895,3.518	0.151,34.425
348.859,0.141	1.942,7.403	37.743,7.403
156.571,0.411	0.073,156.341
58.169,0.067	0.021,116.134
0.890,1.287	80.624,0.048	0.032,20.905
7.273,0.025	0.002,1.020	0.002,72.682
135.136,0.006	0.051,30.951
118.417,0.005	2.262,26.225
15.461,0.196	0.250,107.595
198.624,0.006	198.624,0.528	0.200,35.003	2.583,35.003
239.439,0.163
2.089,0.755	202.614,0.048	202.614,3.989	0.022,63.229
107.619,0.490	0.083,115.465	3.478,115.465
67.694,0.047	0.043,282.237	1.257,282.237
147.552,0.146	0.051,288.653
149.197,0.025	149.197,1.276	0.035,72.375
153.078,0.034	153.078,1.535	0.088,91.481
0.502,3.135	32.867,0.039	0.025,241.496
40.273,0.020	0.335,189.769	2.100,189.769
48.017,0.294	0.328,26.767
837.763,0.066	0.157,5.876	0.157,566.070
0.944,2.823	78.834,0.042	0.014,44.511
0.032,2.041	0.001,103.009
0.806,0.417	63.584,0.006	0.012,36.795
27.761,0.389	0.006,214.549
75.119,0.076
371.908,0.070	371.908,5.045	0.047,355.943
73.848,0.012	0.025,0.932	0.025,64.827
81.599,0.290	0.044,3.396	3.300,3.396	0.044,57.602	3.300,57.602
1.055,0.021	90.588,0.021	0.280,85.047
443.433,0.033	0.056,36.357
40.115,0.130	0.039,87.724	1.722,87.724
55.799,0.366	0.020,226.090
37.795,0.070	0.041,78.281
2.404,0.285	166.293,0.004	0.042,25.194
324.289,0.033	0.534,26.393
0.802,1.398	58.473,0.042	0.013,50.352
21.631,0.107	0.004,129.455
7.994,0.191	0.002,457.597
0.427,2.679	34.871,0.067	0.009,215.760
0.354,237.565	10.686,9.688
77.173,0.128	0.018,221.170
0.334,0.282	31.971,0.004	0.006,22.268
1.063,0.417	67.788,0.012	0.012,39.597
139.505,0.025	0.103,85.426
0.175,166.393
108.515,0.071	2.605,6.129
101.494,0.026	101.494,1.793	1.138,125.187
99.872,0.218	0.179,180.681	3.859,9.326
78.295,0.039	0.057,102.190
0.003,168.356
3.392,1.300	72.829,0.017	0.044,73.796
1.078,0.342	49.808,0.004	0.016,11.100
154.415,0.027	0.250,232.041
3.547,0.003	106.776,0.003	0.099,15.131
31.210,0.062	31.210,3.563	0.017,285.738
151.496,0.029	0.034,1.589	0.034,136.774
0.171,1.054	13.826,0.229	0.010,47.705
3.177,0.195	146.880,0.195	0.098,106.625	4.541,8.067
0.285,220.722	3.019,7.734
154.927,0.092	154.927,3.489	0.022,281.726
2.009,2.873	189.086,0.063	0.131,74.330
168.502,0.058	0.083,341.011	3.102,341.011
11.984,0.043	0.315,3.521	0.315,294.758
13.762,0.077	0.012,5.084	0.012,387.485
3.195,0.018	21.355,0.018	0.064,126.239
113.332,0.068	113.332,2.138	0.014,122.446	1.357,122.446
140.840,0.500	0.024,514.309
313.561,0.187	0.757,358.873	12.986,6.556
234.993,0.126	0.044,513.554
1.278,0.380	73.464,0.004	0.019,36.268
836.020,0.009	0.243,81.733
54.868,0.027	0.015,129.071	0.598,129.071
320.579,0.028	320.579,1.772	0.054,88.550
0.286,0.450	25.391,0.045	0.004,15.481
106.629,0.282	0.504,179.540	7.183,2.152
128.213,0.021	0.057,81.637	2.686,81.637
375.650,0.004	0.654,14.390
222.627,0.068	0.088,186.017	3.413,4.336
5.467,0.104	159.546,0.104	0.110,474.491
23.600,0.087	23.600,2.027	0.022,73.753
0.018,276.075
10.987,0.052	0.028,2.417	0.028,134.390
112.070,0.307	0.433,46.587
20.674,0.146	20.674,2.704	0.003,148.367
68.321,0.727	0.054,705.675
171.325,0.003	0.334,7.713
94.458,0.009	0.078,47.756	3.180,47.756
350.957,0.031	0.158,51.613
1.179,0.448	95.862,0.009	0.015,26.791
419.725,0.523	1.248,202.077	24.381,6.530
50.417,0.557	0.008,83.755
172.482,0.886	0.036,75.648	3.014,75.648
132.600,0.004	0.015,25.322	1.400,25.322
87.570,0.029	87.570,2.251	0.093,105.169
24.881,0.146	0.009,23.430
0.964,2.511	26.154,0.042	0.027,74.198
304.033,0.113	0.261,108.914	6.503,108.914
56.274,0.005	0.105,24.131
0.642,0.128	62.068,0.038	0.011,11.668
32.499,0.012	0.040,1.192	0.040,79.606
12.222,0.037	12.222,2.065	0.050,138.514
1.147,3.386	55.339,0.251	0.017,186.845
172.287,0.041	0.030,49.414
1.143,0.208	61.484,0.004	0.023,19.118
5.741,0.258	0.008,410.384
60.500,0.023	0.007,33.897	0.648,33.897
9.827,0.116	0.004,130.191
3.088,0.078	177.530,0.078	0.045,104.005
69.281,0.143	0.376,82.594
1.284,0.259	29.704,0.013	0.029,23.745
47.270,0.089	0.033,140.611
0.153,114.324	13.109,8.196
223.101,0.466	0.051,124.770
121.593,0.006	0.020,0.479	1.553,0.479	0.020,38.322	1.553,38.322
300.381,0.063	0.094,215.291	3.216,2.745
72.821,0.264	0.205,161.556
0.696,2.742	38.740,0.030	0.201,158.741
0.001,196.357
1.081,0.022	85.905,0.022	0.019,25.955
67.836,0.067	0.059,97.322
50.713,0.174	0.011,100.100
121.635,0.044	0.249,3.844	0.249,58.196
84.463,0.094	84.463,4.474	0.222,398.509	0.937,398.509
382.558,0.583	0.778,160.047	8.356,29.179
0.163,1.039	8.766,0.030	0.002,95.916
0.064,75.248	5.478,41.325
5.207,0.018	149.281,0.018	0.078,42.093
182.752,0.045	0.041,87.914	2.858,87.914
42.978,0.247	0.040,152.213
434.767,0.030	0.056,149.875	4.969,149.875
0.745,0.317	63.148,0.027	0.010,20.103
42.978,0.247	42.978,4.159	0.040,152.213
101.653,0.166	0.035,165.383
1.540,0.098	92.870,0.002	0.037,8.496
2.705,0.159	74.928,0.002	0.154,13.010
121.827,0.034	0.513,1.308	0.513,114.762
41.072,0.157	0.190,108.215
405.615,0.021	0.115,60.090
0.231,471.445
139.563,0.050	139.563,2.890	0.790,121.639	3.336,121.639
32.537,0.062	0.019,185.802
98.624,0.017	98.624,1.542	0.269,71.732
140.739,0.002
30.682,0.083	0.004,35.182
220.791,0.208	0.199,1.812	0.199,103.941
81.077,0.035	0.195,36.838
47.725,0.453	0.013,467.446
84.572,0.011	0.009,23.158
71.678,0.487	0.029,170.277
3.155,0.584	102.019,0.009	0.098,51.188
0.601,3.744	47.074,0.038	0.008,138.468
0.570,0.187	46.373,0.003	0.013,16.636
0.587,0.504	37.998,0.015	0.007,41.827
2.589,0.020	54.009,0.020	0.196,65.468
0.380,1.760	15.083,0.019	0.025,6.532
105.726,0.041	105.726,0.410
0.600,0.147	47.257,0.147	0.111,160.420	8.729,10.497
20.651,0.058	0.012,33.703
0.881,0.633	72.476,0.007	0.012,20.245
1.582,2.793	127.015,0.051	0.529,183.433
61.318,0.025	0.029,19.036
99.142,0.020	0.033,1.861	1.947,1.861	0.033,159.774	1.947,159.774
3.090,0.478	210.130,0.020	0.070,34.370
1.148,0.034	114.261,0.034	1.148,2.825	114.261,2.825	0.052,76.670
201.539,0.025	0.060,42.831
0.825,0.072	61.583,0.002	0.013,4.505
316.061,0.001	0.408,2.743
105.378,0.253	0.082,84.649
162.269,0.006
10.533,0.086	0.003,294.866
30.847,0.003	0.073,17.742
1.336,0.391	84.520,0.010	0.016,27.907
93.960,0.305	1.458,196.926
0.067,93.909
45.125,0.055	0.040,1.266	0.040,113.683
153.997,0.020	153.997,1.163	0.195,60.476
0.026,553.756
182.795,0.002
0.571,1.875	56.565,0.137	0.016,154.517	1.634,154.517
105.142,0.005	105.142,0.233	0.147,19.279
0.234,0.276	14.671,0.276
180.681,0.202	26.036,8.759
14.464,0.030	0.003,2.731	0.003,98.994
14.087,0.260	0.004,206.814
0.004,73.128
0.961,0.108	85.222,0.108	0.961,2.822	85.222,2.822	0.012,205.778
339.631,0.041	0.171,2.628	0.171,157.223
50.113,0.129	0.038,376.307
0.593,0.238	47.122,0.006	0.016,20.336
3.219,0.058	153.538,0.058	0.053,408.101
1.204,1.404	118.057,0.018	0.019,114.392
99.778,0.032	0.074,51.702
41.416,0.001
128.436,0.012	0.043,57.981
0.006,428.770
64.988,0.122	0.074,135.633
401.095,0.056	0.069,57.412
856.612,0.191	0.224,193.553	14.908,4.230
3.226,0.018	86.731,0.018	0.060,1.803	0.060,126.169
1.197,3.559	62.960,0.041	0.024,105.861
7.740,0.015	0.001,0.719	0.001,39.275
2.503,0.044	82.410,0.044	0.035,79.968
51.297,0.215	0.019,59.274
0.472,0.605	46.925,0.016	0.006,43.572
74.721,0.593	0.411,86.861
214.587,0.370	0.037,83.141
1.182,0.182	69.018,0.182	0.047,125.810
5.645,0.019	321.521,0.019	0.161,1.425	0.161,81.666
0.911,1.462	63.805,0.018	0.011,18.731
331.406,0.046	0.167,193.578	4.414,4.307
1.711,0.739	166.577,0.739	0.026,32.183
71.881,0.050	0.042,3.274	0.042,224.442
4.253,0.845	362.056,0.845	0.072,299.448	6.155,71.932
3.087,0.968	186.663,0.015	0.515,27.316
186.753,0.197	0.033,202.481	3.135,202.481
0.315,0.891	26.681,0.015	0.003,78.673
0.708,97.978
153.785,0.002	0.360,11.330
1.315,0.408	99.283,0.007	0.252,32.873
1.269,82.465	6.342,16.596
3.526,0.111	90.201,0.111	0.294,586.152	7.509,6.410
164.633,0.024	0.091,57.437
128.089,0.218	0.058,62.350	2.760,62.350
5.694,0.073	115.600,0.073	0.072,89.843
38.354,0.042	0.039,147.974
0.022,85.497
72.574,0.008	0.047,40.796	1.887,40.796
7.128,0.140	0.005,490.171
1.600,0.675	127.653,0.304	0.024,52.246
120.908,0.095	0.065,2.226	1.989,2.226	0.065,64.935	1.989,64.935
118.469,0.037	0.071,37.692
125.450,0.157	0.150,247.386
1.254,0.240	105.232,0.240	1.254,2.997	105.232,2.997
5.975,4.954	0.070,336.486	5.975,226.527
6.548,0.037	18.610,0.037	0.166,45.683
0.613,0.588	24.634,0.071	0.006,44.508
0.245,2.596	18.856,0.054	0.011,159.534
421.828,0.094	421.828,4.035	0.532,267.634
166.226,0.024	0.402,1.884	0.402,77.412
99.307,0.099	0.022,104.776	1.261,104.776
0.337,1.393	31.986,0.042	0.003,69.602
2.657,0.362	138.645,0.007	2.657,3.539
92.051,2.186	0.038,277.138	1.352,277.138
3.414,0.989	19.391,0.989	0.040,460.474
54.129,0.019	0.527,71.450
2.431,0.336	177.110,0.005	0.024,26.718
1.144,1.094	52.583,0.036	0.020,36.500
53.380,0.131	53.380,4.707	0.024,307.699
3.947,0.204	87.429,0.204	3.947,1.566	87.429,1.566	0.110,29.687
0.322,0.422	26.673,0.005	0.006,17.162
26.214,0.213	0.004,174.007
42.611,0.002	0.037,8.268
114.841,1.082	0.232,230.437	19.534,5.465
1.830,4.433	142.332,0.062	0.022,101.557
295.120,0.166	0.201,103.870	18.762,11.638
255.178,0.016	0.816,126.052	5.400,126.052
18.299,0.440	0.004,232.869
3.418,0.011	86.991,0.011	0.055,40.309
456.873,0.091	0.213,761.075	12.110,8.341
18.415,0.037	0.002,15.814
120.627,0.147	0.075,5.279	0.075,320.198	2.325,8.903
