5.601,0.028	157.128,0.028	0.217,46.324
0.006,3.089	0.006,81.258
2.008,0.020	43.915,0.020	2.008,1.362	43.915,1.362	0.021,85.983
0.626,0.673	40.435,0.011	0.009,22.916
7.759,0.113	212.437,0.003	7.759,8.941
107.097,0.348	0.016,126.233
131.260,0.057	131.260,4.535	0.146,257.063
1.391,0.036	37.800,0.001
0.842,2.100	50.496,0.022	0.138,75.815
0.287,0.942	0.004,83.586
0.101,0.900	0.003,27.520
17.369,0.240	0.016,391.613
479.609,0.094	0.140,1.689	0.140,93.642
1.134,1.175	110.712,0.013	0.016,81.425
0.187,1.062	11.244,0.012	0.006,76.681
43.331,0.083	0.007,4.816	0.007,276.829
65.015,0.059	0.024,5.704	2.123,5.704	0.024,172.977	2.123,172.977
0.009,677.760
77.373,0.395	0.013,257.794
0.527,0.705	47.955,0.027	0.016,14.051
0.428,5.127	37.454,0.102	0.012,403.985
68.455,0.071	68.455,1.780	0.241,167.263
2.200,0.597	121.452,0.012	0.024,35.595
1.564,0.687	111.925,0.017	0.066,62.986
4.695,3.064	207.547,0.615	0.093,139.451
0.847,1.610	0.655,119.230
0.246,1.710	14.630,1.710	0.003,133.425
58.469,0.196	0.022,11.150	0.022,639.510
43.443,0.230	0.008,423.684
69.462,0.237	0.207,122.412
7.080,0.034	122.129,0.034	0.170,2.385	0.170,151.979
669.324,0.045	0.474,78.308
1.063,3.327	41.318,0.111	0.017,269.688
17.700,0.068	0.004,207.302
167.953,0.059	0.029,77.726	2.881,77.726
2.358,7.899	121.348,0.138	1.987,341.234
0.234,0.320	21.265,0.061	0.004,29.977
2.944,3.652	104.748,0.039	0.352,126.769
45.525,0.050	0.009,3.637	0.009,134.301
166.627,0.565	166.627,8.422	0.042,291.774
0.124,1.095	0.002,101.820
10.358,3.777	452.594,0.053	9.270,186.419
9.975,0.057	74.187,0.057	0.236,1.789	0.236,101.107
0.358,0.747	25.331,0.010	0.006,69.343
11.362,2.445	185.255,0.242	0.122,129.608
192.089,0.172	0.030,110.454
529.598,0.022
2.349,3.262	76.716,0.056	0.186,122.411
4.623,1.365	239.255,0.014	0.078,109.524
220.698,0.088	0.460,27.110
165.724,0.111	165.724,8.619	0.214,233.256	4.401,233.256
0.775,5.307	66.106,0.056	0.010,210.270
94.621,0.045	0.036,1.803	0.036,85.017
228.941,0.009	0.034,77.785
57.614,0.041	57.614,1.951	0.030,169.563
5.681,0.635	66.083,0.635	0.076,88.527
61.842,0.111	0.062,7.912	0.062,62.826
173.829,7.286	0.041,443.675
0.281,3.184	17.859,0.138	0.013,75.539
170.400,0.039	0.052,155.115	2.407,155.115
0.333,4.164	20.166,0.106	0.022,318.549
0.948,2.029	87.323,0.057	0.028,114.628
5.341,1.822	458.785,1.822	0.072,168.860
2.128,1.062	87.527,0.029	0.346,81.011
2.928,1.138	171.456,0.028	0.038,112.160
1.184,1.315	109.352,0.029	0.747,48.672
2.489,0.885	112.110,0.027	0.040,57.569
4.202,0.398	69.267,0.398	0.107,229.041
2.452,0.654	20.835,0.011	0.026,40.503
118.697,0.006	118.697,0.626	0.204,58.649	11.280,58.649
0.867,2.874	20.466,0.058	0.019,144.816
182.770,0.117	0.063,5.789	2.685,5.789	0.063,47.508	2.685,47.508
0.637,0.092	33.383,0.001
0.417,2.562	15.911,0.055	0.014,180.681
0.288,4.886	24.908,0.134	0.006,59.364
1.976,1.137	119.519,0.027	0.031,11.971
69.204,0.035	0.085,227.318
18.881,0.288	0.020,282.757
2.178,4.308	157.329,0.347	157.329,8.578	0.029,106.489
3.234,0.145	171.727,0.145	0.051,125.135
1.052,8.927	88.723,0.274	0.032,130.899
0.197,0.726	18.101,0.726	0.003,30.934
415.030,0.037	0.054,102.256	4.657,102.256
602.631,0.137	0.103,2.102	0.103,140.361
0.970,3.743	59.441,0.101	0.011,98.168
318.049,0.011	1.277,76.405
169.819,0.175	0.023,194.846
3.599,0.136	165.971,0.136
2.327,0.158	91.870,0.067
0.059,1.785	0.001,65.694
19.695,0.134	0.003,11.645	0.003,126.690
0.844,0.729	69.676,0.018	0.011,17.443
88.818,0.413	0.027,2.087	0.027,27.883
1.409,3.417	130.049,0.050	0.095,112.332
2.170,1.224	162.395,0.021	0.067,108.407	5.039,108.407
3.640,0.027	216.766,0.027	0.128,46.226
2.761,0.134	96.686,0.001
75.913,0.015	3.164,93.774
3.425,1.042	219.132,0.036	0.044,34.688
0.314,1.707	3.449,1.707	0.006,159.301
4.416,0.158	258.362,0.158	0.082,8.136	0.082,66.863
203.199,0.305	0.054,56.624	4.238,14.181
0.433,1.183	33.692,0.013	0.009,93.471
276.673,2.712	0.525,8.842	0.525,174.935
8.710,0.273	277.637,0.273	0.119,86.590
1.316,0.559	14.950,0.006	0.014,54.307
1.319,0.205	98.809,0.004
116.111,0.026	0.481,132.689
1.871,1.376	132.540,0.027	0.023,99.039
197.869,0.014	0.212,25.588
100.782,0.042	100.782,2.528	0.131,207.374
0.703,3.335	16.347,0.044	0.012,119.722
46.450,0.017	0.066,33.895
0.071,1.339	0.001,116.886
3.082,0.029	104.282,0.029	0.109,131.083
90.342,0.267	0.016,3.583	1.328,3.583	0.016,139.109	1.328,139.109
1.445,1.792	72.460,1.792	0.037,806.513
67.541,0.150	0.068,101.585
0.249,0.665	14.830,0.008	0.003,48.532
0.690,0.255	56.825,0.058
35.849,0.477	35.849,7.777	0.128,723.190
64.189,0.155	0.134,4.876	0.134,93.766
2.252,0.332	158.133,0.213	0.044,27.195
34.947,0.507	0.062,217.843
32.369,0.126	0.013,357.453
72.622,0.039	0.056,136.276
0.779,1.484	32.448,0.152	0.016,136.588
21.302,0.120	0.016,104.934
2.706,0.144	38.828,0.144	0.054,90.602
121.953,0.227	0.039,323.758	3.353,323.758
4.936,0.391	246.530,0.009	0.397,8.410
0.712,0.080	62.179,0.002
12.618,0.051	308.521,0.051	0.255,221.738
0.157,4.964	0.002,19.694
11.026,4.506	529.887,0.149	0.563,171.922
0.354,1.332	0.030,127.786
26.862,0.161	26.862,8.278	0.005,568.440
195.937,0.059	195.937,5.061	0.141,277.070	6.940,277.070
134.091,0.342	0.028,119.447
1.386,4.909	33.603,0.448	0.042,88.478
2.568,2.056	77.133,0.032	0.069,93.519
90.694,0.173	0.010,53.983
0.806,5.005	63.300,0.154	0.012,122.821
2.131,1.167	74.974,0.014	0.029,71.136
80.801,0.095	0.013,5.874	0.013,425.548
6.890,7.462	60.824,1.193	0.103,46.689
0.972,0.024	71.463,0.024	0.013,55.722
143.505,0.012	3.645,26.840
3.866,13.633	204.225,0.184	0.560,257.782
122.430,0.047
1.941,0.315	115.137,0.015	0.024,29.642
83.940,0.191	0.455,97.046
2.959,0.193	198.431,0.193	0.040,12.067	0.040,70.175
4.388,0.295	180.641,0.295	0.071,31.389
67.031,1.566	1.145,7.311	1.145,54.618	23.187,11.702
0.395,4.933	38.957,0.330	0.008,63.755
13.415,0.028	271.615,0.028	2.987,87.130
220.128,0.078	220.128,2.449	0.176,178.187	5.609,178.187
67.604,0.202	67.604,17.750	0.010,477.262
0.069,1.496	0.001,136.696
1.108,67.437
12.181,0.006	0.065,49.920
1.902,0.484	90.967,0.018	0.031,46.824
264.065,0.007
1.051,2.446	60.377,0.030	0.013,100.831
99.977,0.018	0.201,53.022
68.679,0.250	0.011,162.918
1.013,0.464	98.695,0.005	0.010,42.222
0.210,1.718	15.199,0.030	0.003,24.339
53.211,0.042	0.022,68.118	1.053,68.118
1.261,1.027	75.754,0.018	0.019,71.901
5.111,1.816	190.161,0.018	0.126,141.495
0.690,1.766	41.499,0.022	0.037,79.866
0.737,4.501	44.709,0.266	0.010,47.932
0.882,1.899	87.510,0.040	0.033,71.911
6.766,1.059	333.043,0.016	0.334,78.615	16.452,78.615
5.965,1.100	230.639,0.052	0.294,23.331	11.384,23.331
0.658,0.544	65.152,0.006	0.009,33.523
5.074,4.168	123.512,0.068	0.107,221.260
216.483,0.971	0.344,147.587
3.464,0.024	224.211,0.024	0.069,74.775
0.018,0.169
2.408,2.465	84.387,0.030
3.132,0.253	67.485,0.005	0.062,24.469
0.562,0.647	49.303,0.013	0.007,36.735
179.297,0.025	0.055,18.793	3.210,18.793
108.818,0.485	0.402,2.495	6.702,2.495	0.402,64.578	6.702,64.578
0.034,321.633
175.825,0.014	0.046,85.185
61.291,0.028	0.154,30.540
76.996,0.023	0.070,132.455	2.741,132.455
95.786,0.003	0.615,26.525
102.720,0.023	102.720,1.393	0.023,50.457
2.079,4.200	120.546,0.164	0.039,58.553
0.552,1.385	0.124,107.902
24.312,0.085	0.026,3.937	0.026,236.022
3.794,0.933	171.959,0.022	0.594,63.461
102.095,0.048	102.095,2.137	0.028,205.769
0.012,156.118
0.367,1.065	0.005,79.493
1.544,0.894	94.294,0.016	0.052,54.826
0.173,0.927	0.002,79.493
1.967,1.309	34.345,0.024	0.031,105.507
3.662,2.489	345.289,0.034	0.045,60.317
0.001,3.255	0.001,92.694
10.746,0.030	93.764,0.030
12.086,0.051	0.002,213.342
1.391,5.099	101.559,0.360	0.035,70.220	2.553,70.220
3.977,0.394	18.418,0.019	0.186,33.703
19.378,0.004	0.081,23.025
22.506,0.042	0.084,3.069	0.084,89.053
163.946,0.117	163.946,5.683	0.106,512.192
1.993,1.633	147.784,0.027	0.025,102.944
260.386,0.014	0.399,84.409
1.471,1.623	104.321,0.035	0.038,93.884
223.013,0.388	0.037,48.538
625.384,0.040
2.215,0.997	86.538,0.013	0.035,33.006
0.007,6.775	0.007,96.028
2.706,0.643	214.048,0.013	0.110,43.927
5.566,1.320	42.814,0.047	0.479,89.050
13.336,0.193	0.004,41.163
287.988,0.047	5.189,95.855	11.186,95.855
0.350,0.216	15.879,0.010	0.018,19.439	0.819,19.439
70.342,0.053	0.020,105.699
70.329,0.454	0.031,98.199	0.943,98.199
0.249,3.157	0.157,90.408
6.533,0.036	259.263,0.036	0.069,98.821
3.333,0.210	101.288,0.016	0.037,13.600
0.361,1.663	22.025,0.084	0.012,120.945
3.112,2.075	191.961,0.028	0.047,85.460
1.145,3.713	86.441,0.489	0.031,148.419
694.549,0.079	0.225,518.827	10.496,518.827
18.208,0.090	227.253,0.090	0.183,3.642	0.183,221.805
0.830,2.146	12.518,0.227	0.026,41.796
73.847,0.017	0.054,58.875
0.041,0.190	0.041,13.579
1.927,0.267	97.873,0.003	0.230,15.761
88.423,0.025	0.376,56.143
272.042,0.202	0.135,131.093
272.042,4.262	0.108,131.093
88.872,0.040	0.178,42.925
1.616,1.704	141.981,0.065	0.023,47.367
13.609,2.202	219.805,0.028	0.341,16.916
100.908,3.482	0.393,282.119	16.228,42.727
2.776,3.413	266.814,0.053	0.029,253.935
6.831,0.143	99.683,0.002	6.831,6.462
1.075,3.499	100.150,0.162	0.012,326.486
1.528,0.926	121.512,0.019	0.047,79.314
133.820,0.085	0.086,2.553	1.802,2.553	0.086,120.809	1.802,120.809
127.382,0.001
0.919,1.039	29.146,0.178	0.139,83.390
1.212,3.570	87.858,0.169	0.018,99.840
3.298,2.806	269.977,0.033	0.095,118.639
431.098,0.388	0.222,145.503
0.526,1.585	30.614,0.059	30.614,4.887	0.065,131.782
1.508,7.176	61.918,0.399	0.019,129.134
4.002,0.024	100.896,0.024	4.002,1.776	100.896,1.776	0.059,116.981
51.093,0.125	0.016,4.574	0.016,263.049
2.755,0.303	79.957,0.026	0.041,27.618
43.937,2.049	0.085,118.223	8.400,118.223
1.865,1.187	168.566,1.187	0.357,73.786	32.270,14.882
285.650,0.056	0.154,4.606	7.024,4.606	0.154,173.859	7.024,173.859
1.014,2.979	32.078,0.128	0.016,137.785
1.563,0.880	63.339,0.086	63.339,5.094	0.026,51.972
8.710,0.012	102.381,0.012	0.168,73.047
1.081,0.877	52.879,0.010	0.052,76.929
62.757,0.440	0.008,95.654
1.694,1.142	120.698,0.015	0.026,109.433
94.228,0.217	0.060,203.257
78.831,1.767
764.785,0.160	0.234,47.701
135.379,0.126	0.059,12.750
1.706,1.304	25.361,0.236	0.142,97.319
3.920,1.283	261.083,0.017	0.243,86.959
1.635,2.576	74.247,0.052	0.016,63.335
770.664,3.098	0.414,775.947	26.329,69.341
1.058,4.942	59.796,0.696	0.035,72.657
159.859,0.012	0.025,81.851
63.683,0.131	0.040,5.163	0.040,282.232
2.229,1.410	208.890,0.015	0.171,65.915
7.159,1.403	79.909,0.022	0.141,106.091
107.639,0.217	0.020,122.322	1.775,122.322
161.307,0.359	0.464,509.554
1.319,1.610	85.042,0.020	0.039,67.046
129.263,0.110	0.124,116.731
0.389,2.820	38.371,0.072	0.023,36.071
285.768,0.079	0.189,189.940	5.612,189.940
87.095,0.442	0.048,102.257
145.975,0.157	0.105,179.703
74.210,0.094	1.183,100.214
54.358,0.078	0.010,4.572	0.010,73.446
122.238,0.032	0.195,135.181	4.044,135.181
210.925,0.377	210.925,6.770	0.156,198.777	9.268,198.777
66.319,1.400	0.022,306.303
56.728,0.128	0.030,96.196	0.777,96.196
53.239,0.015	0.038,115.086
7.534,0.039	214.919,0.039
1.244,0.683	45.446,0.021	0.017,29.884
1.289,1.372	124.747,0.022	0.013,87.083
3.242,2.279	45.717,0.075	0.074,121.669
61.743,0.048	61.743,1.594	0.027,117.149
1.935,0.207	50.973,0.207	0.032,45.099
0.204,1.265	0.003,29.529
343.579,0.091	1.519,70.591
3.495,0.447	109.770,0.447	0.245,77.528
375.102,0.018	0.746,104.927
0.005,69.582
360.264,0.192	0.825,99.265	4.962,99.265
2.214,3.134	86.344,0.047	0.068,22.901
66.164,0.015	1.202,26.293
1.832,7.761	80.689,0.332	0.019,189.381
177.296,0.084	0.811,312.310
1.573,1.171	75.324,0.016	0.028,55.303
36.951,0.920	0.007,95.710
488.368,0.023	1.606,1.895	1.606,53.758
3.261,0.004	249.880,0.004
0.052,141.032
2.771,4.268	227.606,0.095	227.606,6.495	0.088,292.582
278.400,0.085	0.230,2.865	0.230,165.432
0.903,0.756	70.517,0.138	0.012,74.722
1.156,1.230	73.439,0.038	0.232,88.220
0.948,1.499	0.014,120.640
0.281,3.043	13.143,0.036	0.004,233.463
6.932,0.975	166.588,0.018	0.153,73.786
2.280,0.014	96.343,0.014	0.056,66.692
38.895,0.163	38.895,7.136	0.010,418.855
1.751,0.567	75.366,0.007	0.024,50.971
2.229,0.585	111.151,0.013	0.025,48.313
59.635,0.252	0.012,5.720	0.012,248.752
0.648,1.274	47.251,0.021	0.295,96.388
1.587,0.739	52.582,0.009	0.019,73.746
3.432,1.941	80.332,0.137	0.045,82.641
1.355,4.907	107.805,0.085	107.805,5.860	0.019,339.805
10.649,0.023	159.759,0.023	0.549,40.583
1.637,0.245	114.611,0.010	0.039,20.513	2.697,20.513
0.412,11.896	29.329,0.193	0.095,21.397
3.416,0.113	224.387,0.113
0.445,2.702	41.912,0.040	0.008,77.748
1.322,0.570	82.162,0.010	0.021,48.445
331.017,0.007	0.159,47.289
231.273,0.026	0.091,110.432	2.408,110.432
0.824,1.010	60.903,0.010	0.009,19.103
1.306,0.304	95.380,0.008	0.045,19.589
17.109,0.042	17.109,1.359	0.021,46.912
1.455,0.772	0.017,63.358
48.662,0.155	48.662,4.298	0.013,192.552
0.514,1.601	14.214,0.021	0.016,80.732
0.273,1.003	10.805,0.037	0.007,16.548
2.426,2.120	112.392,0.131	0.029,114.053
0.322,0.210	16.532,0.003	0.013,15.988
41.431,1.056	0.005,61.191
0.465,1.195	23.895,0.040	0.013,66.810
0.330,5.879	20.257,0.072	0.026,238.203
2.006,0.676	32.006,0.207	0.040,56.370
110.382,0.111	110.382,2.630	0.019,237.980	1.873,237.980
278.134,1.223	0.077,132.706
6.636,0.005	57.869,0.005	0.329,28.434
3.376,1.289	301.879,0.013	0.051,94.289
0.118,1.212	0.005,107.063
5.943,7.777	79.145,0.083	0.152,103.565
9.970,0.032	671.904,0.032	0.109,2.957	0.109,199.282
355.319,0.094	0.844,138.427
220.073,0.106	0.356,8.558	0.356,115.862
47.540,0.079	0.105,3.230	0.105,68.911
727.916,0.179	0.205,5.629	0.205,89.385
2.463,0.401	153.388,0.005	0.079,32.046
44.097,0.045	0.160,3.333	0.160,67.437
0.972,0.694	78.990,0.014	0.016,66.024
71.654,0.086	0.029,92.317
1.523,0.281	106.061,0.004	0.068,23.358	4.703,23.358
4.004,5.762	122.896,0.110	0.079,64.596
144.354,0.053	0.986,28.387
1.986,1.298	99.506,0.051	0.060,93.633	2.998,93.633
0.963,0.218	56.381,0.036	56.381,3.610	0.038,21.617
0.624,0.536	42.365,0.006	0.014,49.875
274.665,0.015	0.072,0.780	0.072,64.123
2.859,2.215	139.443,0.197	139.443,5.512	0.045,61.963
1.434,2.898	98.250,0.143	0.026,104.344
161.211,0.025	0.089,1.461	0.089,24.344
8.838,5.849	38.669,5.849	8.838,11.436	38.669,11.436
202.476,0.122	1.540,63.612
0.116,0.944	0.015,35.274
0.125,5.065	0.001,44.956
48.940,0.085	0.009,6.068	0.009,127.048
184.156,0.122	0.085,3.017	0.085,79.531
380.501,0.066	0.337,342.002	3.840,342.002
107.000,1.990	107.000,13.961	1.212,672.808
2.893,0.752	124.762,0.009	0.040,24.000
0.503,0.897	36.188,0.228	0.013,88.333
1.826,2.101	109.716,0.026	0.019,45.600
11.737,0.004	308.253,0.004	0.232,28.300
1.136,1.481	100.693,0.017	0.014,33.021
1.125,0.588	87.456,0.088	0.026,40.184
3.212,0.163	78.992,0.163	0.033,42.417
48.661,0.039	0.047,33.311
1.310,4.486	79.502,0.449	0.026,134.250
2.770,0.093	70.490,0.093	2.770,8.469	70.490,8.469	0.229,85.742
239.647,0.009	0.034,0.592	0.034,57.440
1.692,0.302	137.219,0.005
1.293,0.628	78.992,0.628	0.026,42.417
236.782,0.058	0.247,409.951	2.758,409.951
2.173,2.390	169.872,0.190	0.099,86.141
87.794,0.960	0.022,351.913
170.504,0.016	0.064,59.668	3.625,59.668
1.570,0.044	143.950,0.044	0.017,172.728
114.941,0.033	0.594,115.137	8.934,115.137
137.332,0.364	137.332,9.266	0.134,321.104
83.147,0.262	0.067,177.206
1.910,0.077	120.640,0.077	0.071,146.340
0.002,81.620
2.279,0.001	144.902,0.001
150.562,0.014	0.064,30.885
65.762,0.036	65.762,2.335	0.015,128.679
45.365,2.395	0.079,100.792
2.283,2.200	200.004,0.083	0.045,59.225
1.949,0.025	170.635,0.025	0.155,165.614
152.089,0.025	0.983,121.675
4.009,0.641	260.465,0.083	0.045,35.991
4.451,0.012	161.974,0.012	0.097,77.479
0.751,2.463	64.318,0.105	64.318,9.872	0.009,231.133
1.197,0.021	27.688,0.021	0.013,38.258
1.046,1.528	44.061,0.023	0.015,70.049
98.826,0.017	0.012,29.878	1.219,29.878
1.238,0.973	117.790,0.012	0.021,50.687
0.672,1.033	54.314,0.024	0.022,97.103
0.617,0.574	29.103,0.009	0.009,42.055
5.186,0.070	376.283,0.070	0.053,224.431
61.056,0.148	61.056,3.845	0.377,104.020
0.872,0.326	55.765,0.003	0.052,23.432	3.353,23.432
1.029,93.963	16.650,12.262
182.041,0.012	1.229,60.576
3.026,3.952	128.766,0.060	0.042,274.926
0.091,1.940	0.002,101.894
3.067,0.101	155.150,0.101
277.078,0.018	0.311,143.707
0.946,0.399	79.334,0.004	0.014,32.893
7.215,0.003	172.422,0.003	0.102,4.843
1.657,0.133	91.038,0.001
2.076,0.195	89.697,0.003	0.045,18.053
0.430,0.232	30.404,0.003
6.517,2.424	100.369,0.157	0.087,194.569
86.452,0.011	0.087,69.292	1.552,69.292
261.258,0.004	0.285,29.664	3.105,29.664
61.248,1.383	0.275,171.504
0.566,2.591	54.354,0.089	0.007,78.828
4.164,4.284	100.627,1.141	0.090,100.698
133.359,0.132
2.152,2.130	68.778,0.035	0.142,82.726
0.298,6.161	12.525,0.659	0.009,464.776
71.811,0.153	71.811,6.938	0.046,162.163
17.291,0.060	0.009,4.148	0.009,118.871
1.997,0.531	195.057,0.007
1.557,0.381	44.237,0.016	0.183,22.142
1.230,0.150	101.105,0.002
90.176,0.042	0.135,3.733	0.135,194.172
0.347,0.567	23.110,0.023	0.051,23.852
145.398,0.056	0.859,154.980	11.318,154.980
0.855,2.420	53.142,0.537	0.009,151.766
82.793,0.165	0.011,8.785	0.011,671.238
155.022,0.960	0.023,476.385	1.971,476.385
143.315,0.046	2.094,2.888	2.094,96.652
283.410,0.223	0.226,194.809
146.173,0.074	0.054,6.147	2.959,6.147	0.054,57.515	2.959,57.515
85.997,0.042	0.012,2.065	0.012,91.036
2.496,2.181	27.936,0.035	0.196,65.669
3.265,3.208	129.125,0.060	3.265,6.292
3.080,0.174	242.780,0.004
0.227,2.378	0.003,144.843
111.425,0.077	0.118,4.259	6.630,4.259	0.118,200.296	6.630,200.296
3.907,9.938	245.175,1.724	0.086,499.110
36.949,0.088	0.037,6.097	0.037,146.308
2.130,0.154	117.829,0.018
2.535,0.478	59.041,0.013	0.065,35.550
759.396,0.049	0.706,43.033
0.956,1.159	57.963,0.030	0.014,115.499
0.030,264.712
0.692,4.752	56.151,0.219	0.017,200.024
148.719,0.019	0.077,67.242	5.537,67.242
2.563,0.985	220.985,0.100	0.034,94.301
0.006,6.497	0.006,55.654
94.887,0.474	0.221,608.082	20.491,39.290
40.651,0.088	0.041,2.882	0.041,124.212
0.930,2.264	74.025,0.068	0.016,49.829
1.180,0.025	44.044,0.025	0.012,116.707
0.717,1.096	0.013,90.232
3.024,1.717	78.503,0.276	0.034,36.932
429.413,0.766	0.105,79.892
112.675,0.121	0.046,52.643
232.955,0.005
0.950,11.822	40.842,0.712	0.017,465.987
0.543,2.212	11.600,0.448	0.007,163.789
0.517,2.484	18.991,0.252	0.008,123.478
28.918,0.324	0.015,589.025
897.897,0.028	0.150,87.056	9.476,87.056
179.792,0.011	0.075,18.519
0.802,0.646	62.772,0.010	0.010,64.563
29.268,1.982	29.268,4.393	0.024,166.517
54.464,0.055	0.617,165.611
0.290,1.033	25.387,0.034	0.005,59.069
1.588,0.468	94.224,0.018	0.097,40.292
0.696,0.800	59.513,0.026	0.150,23.893
48.613,0.483	0.063,459.680	5.646,459.680
690.822,0.301	3.149,40.262
3.325,0.084	33.667,0.084	0.055,5.682	0.055,464.303
52.989,0.074	0.010,445.090	0.688,445.090
171.200,1.705	171.200,9.501	0.088,192.789
5.373,2.969	97.667,0.032	0.074,96.044
8.115,0.337	138.946,0.337	0.122,189.476
80.134,3.366	0.018,257.761
4.078,1.277	65.200,1.277	0.112,48.974
1.353,0.089	45.449,0.001	0.015,8.709
0.295,0.557	27.524,0.012	0.009,55.021
0.614,0.407	33.873,0.015
2.078,4.922	180.986,0.310	180.986,10.773	0.060,170.963
0.418,4.895	24.977,0.150	0.006,203.861
0.836,0.830	0.036,74.799
11.833,0.209	0.052,5.848	0.052,103.341
338.313,0.101	0.233,90.787	4.824,90.787
1.650,0.427	141.088,0.005	0.038,36.402
101.253,0.054	0.014,132.071
129.732,0.008	0.021,28.630	1.498,28.630
2.611,0.187	95.643,0.123	95.643,9.459	0.035,14.364
16.371,0.044	16.371,1.111	0.198,83.344
48.420,0.053	0.239,98.468
2.795,3.605	132.136,0.138	0.076,341.261
107.793,0.042	107.793,2.598	0.044,57.531
85.650,0.024	0.015,47.839
102.650,0.016	0.036,137.333
3.902,2.874	107.417,0.054	0.122,147.073
22.639,1.560	1.559,698.861
96.733,0.021	0.011,66.368	1.093,66.368
0.004,86.032
0.945,0.092	77.704,0.005
19.658,0.093	0.003,6.862	0.003,19.396
1.049,0.769	72.583,0.015	0.017,26.571
21.961,0.018	21.961,1.297	0.010,82.675
18.883,0.627	18.883,15.140	0.005,365.512
0.798,0.309	56.975,0.008	0.016,20.719
808.197,0.025	1.374,70.886
0.701,1.315	14.643,1.315	0.012,104.196
175.013,0.693	0.566,133.782	8.270,133.782
1.011,0.471	79.291,0.018	0.018,37.002
1.004,1.122	51.185,0.038	0.038,91.660
1.592,0.799	114.819,0.028	0.029,64.352
11.227,1.839	141.227,0.026	0.725,95.000
17.701,1.487	0.006,13.729	0.006,87.782
2.448,1.023	74.415,0.014	0.100,56.243
462.831,0.172	0.363,201.649
2.951,0.253	257.239,0.253	0.076,389.024
4.366,0.157	218.213,0.005	1.759,14.584
64.123,0.110	0.064,199.746
3.390,5.672	204.885,0.219	0.036,541.292
1.313,0.151	81.463,0.151	0.036,415.384
26.718,0.091	26.718,5.116	0.011,185.442
258.515,0.189	0.192,66.034
105.855,0.129	0.189,6.588	4.221,6.588	0.189,114.582	4.221,114.582
4.801,3.904	113.208,3.904	0.088,11.044	0.088,96.171
212.665,0.159	0.135,190.186
80.192,0.508	0.248,73.843
0.942,1.033	68.608,0.013	0.014,85.848
36.873,0.215	36.873,14.644	0.101,466.318
0.601,0.804	30.936,0.013	0.010,44.206
98.426,0.175	98.426,3.203	0.045,59.925	3.807,59.925
5.692,7.911	30.971,0.115	0.076,96.726
2.529,0.093	69.831,0.001
470.165,0.022	470.165,1.053	0.056,57.375	5.350,57.375
1.560,0.976	134.439,0.018	0.045,58.227	3.899,58.227
741.236,0.017	0.339,110.230
484.649,0.200	1.685,11.479	1.685,699.306
1.577,3.050	124.865,0.050	0.249,89.650
0.487,1.167	20.469,0.027	0.010,114.971
1.932,1.889	160.745,0.020	1.194,142.448
0.439,0.323	19.625,0.006	0.006,27.617
257.260,0.052	0.049,3.680	0.049,319.358
0.501,0.237	20.646,0.004	0.007,23.332
10.346,0.156	0.011,131.038
131.862,0.032	0.223,195.221
0.094,1.833	0.003,105.027
264.865,0.023	1.530,112.493
3.039,0.074	154.481,0.074	0.109,174.890
0.194,1.988	15.439,0.092	0.004,122.897
1.920,2.028	143.711,0.052	0.174,116.366
0.144,0.224	0.002,19.374
0.255,0.072	13.976,0.002
0.192,0.868	11.502,0.868	0.002,76.372
243.558,0.022	0.212,18.381	9.753,18.381
82.986,0.012	0.030,73.838	2.033,73.838
4.947,1.325	76.702,0.015	0.331,73.897
123.498,0.126	1.896,98.429
395.287,0.076	395.287,4.687	0.243,142.801
200.542,1.455	13.851,87.224
34.939,0.010	34.939,0.906	0.010,59.494
5.701,7.426	519.789,0.116	0.071,116.086
157.809,0.014	0.835,90.671
0.506,0.535	37.073,0.023	0.007,18.771
72.749,1.226	0.026,246.570
2.228,5.123	144.367,3.651	0.054,104.324
2.273,0.132	68.854,0.038
3.329,0.031	230.133,0.031	0.046,45.250
0.579,6.645	47.032,0.318	0.015,409.618
0.212,1.088	19.120,0.011	0.002,66.342
562.598,0.198	0.306,11.901	0.306,103.712
4.723,5.505	194.507,0.065	0.230,105.435
0.892,8.406	88.065,0.165	0.015,374.952
125.856,0.029	0.062,68.133	3.481,68.133
283.762,0.007	0.104,39.138
0.070,9.822	0.001,662.680
7.896,7.249	695.373,0.129	0.153,116.752	13.506,116.752
505.575,0.116	0.651,4.016	0.651,176.422
0.149,1.491	8.951,0.067	0.002,90.782
254.040,0.019	0.160,60.018
3.476,2.295	341.019,0.029	0.042,124.616
5.082,2.235	252.088,0.036	252.088,3.414	0.173,211.576
6.328,2.681	138.628,0.055	0.461,100.196
3.649,8.932	352.012,0.531	1.641,481.763	158.319,28.667
3.332,0.300	98.133,0.005	0.077,23.940
143.327,0.054	0.072,1.524	0.072,61.828
378.304,0.550	0.132,204.472	12.073,204.472
2.878,1.934	241.101,0.050	0.106,187.516
5.208,5.486	227.354,0.084	0.548,119.586
9.250,2.357	82.533,0.043	0.546,155.708
0.070,84.796
101.318,0.011	2.566,0.755	2.566,47.220
1.698,2.756	120.303,0.286	0.123,247.017	8.696,25.628
4.239,2.412	225.787,0.076	0.081,95.730
0.830,1.580	79.090,0.060	0.022,85.155
0.033,2.047	0.033,103.965
1.767,0.059	50.459,0.001	1.767,5.261
2.165,1.540	62.060,0.153	62.060,9.977	0.831,100.276
